OFI,Cum_OFI,Trade_Count,Avg_Trade_Size,Large_Trade_Ratio,OFI_SMA3,TradingDate,Time
0.1685185185185185,0.4232190721519401,747,2.891566265060241,0.0321285140562249,0.055890509151424746,2024-01-02,10:00:00
-0.10363036303630363,0.31958870911563647,1123,2.6981300089047195,0.02404274265360641,-0.011050353401353208,2024-01-02,10:05:00
-0.0397753860552176,0.2798133230604189,1511,2.828590337524818,0.03441429516876241,0.008370923142332428,2024-01-02,10:10:00
-0.009193054136874362,0.2706202689235445,1166,3.358490566037736,0.048027444253859346,-0.05086626774279853,2024-01-02,10:15:00
0.14814814814814814,0.41876841707169266,699,3.244635193133047,0.055793991416309016,0.033059902652018726,2024-01-02,10:20:00
0.06531531531531531,0.48408373238700797,551,3.2232304900181488,0.050816696914700546,0.06809013644219637,2024-01-02,10:25:00
-0.13333333333333333,0.35075039905367467,774,2.868217054263566,0.031007751937984496,0.02671004337671004,2024-01-02,10:30:00
-0.1345313258863526,0.21621907316732206,1538,2.6775032509752927,0.025357607282184655,-0.06751644796812355,2024-01-02,10:35:00
0.2934131736526946,0.5096322468200166,681,3.433186490455213,0.055800293685756244,0.008516171477669551,2024-01-02,10:40:00
0.23799126637554585,0.7476235131955624,563,3.2539964476021312,0.0497335701598579,0.13229103804729594,2024-01-02,10:45:00
-0.08312958435207823,0.6644939288434841,618,2.647249190938511,0.025889967637540454,0.14942495189205407,2024-01-02,10:50:00
-0.11911911911911911,0.545374809724365,693,2.883116883116883,0.03751803751803752,0.011914187634782844,2024-01-02,10:55:00
0.2479740680713128,0.7933488777956779,386,3.1968911917098444,0.03626943005181347,0.015241788200038492,2024-01-02,11:00:00
-0.11370262390670553,0.6796462538889724,266,2.5789473684210527,0.015037593984962405,0.005050775015162726,2024-01-02,11:05:00
-0.3278084714548803,0.3518377824340921,771,2.8171206225680936,0.028534370946822308,-0.064512342430091,2024-01-02,11:10:00
0.16839134524929444,0.5202291276833866,741,2.8690958164642377,0.029689608636977057,-0.09103991670409713,2024-01-02,11:15:00
-0.22384428223844283,0.29638484544494376,557,2.9515260323159787,0.03770197486535009,-0.12775380281467622,2024-01-02,11:20:00
-0.1875968992248062,0.10878794622013754,798,3.2330827067669174,0.03759398496240601,-0.0810166120713182,2024-01-02,11:25:00
0.11400651465798045,0.222794460878118,383,4.809399477806789,0.08093994778067885,-0.09914488893508953,2024-01-02,11:30:00
-0.3472584856396867,-0.1244640247615687,300,2.5533333333333332,0.03333333333333333,-0.14028295673550414,2024-01-02,11:35:00
0.2822429906542056,0.1577789658926369,320,3.34375,0.04375,0.01633033989083312,2024-01-02,11:40:00
0.28516129032258064,0.44294025621521754,454,3.4140969162995596,0.046255506607929514,0.07338193177903318,2024-01-02,11:45:00
0.18736842105263157,0.6303086772678491,238,3.991596638655462,0.058823529411764705,0.25159090067647266,2024-01-02,11:50:00
0.13966480446927373,0.7699734817371229,237,3.021097046413502,0.04219409282700422,0.20406483861482863,2024-01-02,11:55:00
-0.14492753623188406,0.6250459455052388,227,2.4317180616740086,0.013215859030837005,0.060701896430007084,2024-01-02,12:00:00
-0.005847953216374269,0.6191979922888646,205,3.3365853658536584,0.03902439024390244,-0.0037035616596615326,2024-01-02,12:05:00
-0.10683760683760683,0.5123603854512578,352,2.659090909090909,0.028409090909090908,-0.08587103209528839,2024-01-02,12:10:00
0.05925925925925926,0.5716196447105171,382,2.8272251308900525,0.03926701570680628,-0.017808766931573947,2024-01-02,12:15:00
0.05240174672489083,0.6240213914354079,275,3.330909090909091,0.05090909090909091,0.0016077997155144186,2024-01-02,12:20:00
-0.425,0.19902139143540792,252,2.5396825396825395,0.023809523809523808,-0.10444633133861664,2024-01-02,12:25:00
0.12152777777777778,0.3205491692131857,322,3.577639751552795,0.055900621118012424,-0.08369015849911048,2024-01-02,12:30:00
0.1902834008097166,0.5108325700229023,300,3.2933333333333334,0.056666666666666664,-0.037729607137501876,2024-01-02,12:35:00
-0.07317073170731707,0.4376618383155852,260,3.4692307692307693,0.04230769230769231,0.07954681562672576,2024-01-02,12:40:00
0.3374233128834356,0.7750851511990208,388,3.3608247422680413,0.05412371134020619,0.15151199399527834,2024-01-02,12:45:00
0.1201923076923077,0.8952774588913285,238,3.495798319327731,0.0546218487394958,0.1281482962894754,2024-01-02,12:50:00
0.15352697095435686,1.0488044298456853,153,3.150326797385621,0.058823529411764705,0.20371419717670003,2024-01-02,12:55:00
0.19090909090909092,1.2397135207547763,675,3.911111111111111,0.06666666666666667,0.15487612318525182,2024-01-02,13:00:00
-0.2750809061488673,0.964632614605909,447,2.7651006711409396,0.026845637583892617,0.023118385238193467,2024-01-02,13:05:00
0.34579439252336447,1.3104270071292734,333,3.855855855855856,0.06906906906906907,0.087207525761196,2024-01-02,13:10:00
0.008771929824561403,1.3191989369538348,454,3.013215859030837,0.046255506607929514,0.026495138733019497,2024-01-02,13:15:00
-0.0199203187250996,1.2992786182287352,359,2.796657381615599,0.03064066852367688,0.11154866787427542,2024-01-02,13:20:00
0.006922592825676526,1.3062012110544117,702,4.527065527065527,0.10256410256410256,-0.001408598691620585,2024-01-02,13:25:00
0.22,1.5262012110544116,1027,4.47906523855891,0.08763388510223953,0.06900075803352561,2024-01-02,13:30:00
0.0812720848056537,1.6074732958600653,659,3.435508345978756,0.05007587253414264,0.10273155921044337,2024-01-02,13:35:00
-0.04510837727006444,1.5623649185900008,1001,3.410589410589411,0.07592407592407592,0.08538790251186307,2024-01-02,13:40:00
-0.012858109632303182,-0.012858109632303182,2560,3.46328125,0.048046875,0.0,2024-01-03,08:45:00
0.004651162790697674,-0.008206946841605507,959,3.1386861313868613,0.051094890510948905,0.0,2024-01-03,08:50:00
-0.02871410736579276,-0.03692105420739827,1120,2.8607142857142858,0.03482142857142857,-0.012307018069132756,2024-01-03,08:55:00
-0.03319768687085029,-0.07011874107824856,3030,3.0818481848184818,0.04257425742574258,-0.01908687714864846,2024-01-03,09:00:00
-0.028446389496717725,-0.09856513057496628,1781,3.0791690061763055,0.04267265581134194,-0.030119394577786923,2024-01-03,09:05:00
-0.0011677695601401323,-0.09973290013510641,1664,3.0877403846153846,0.04567307692307692,-0.02093728197590272,2024-01-03,09:10:00
0.1473941368078176,0.04766123667271119,1451,3.3852515506547207,0.057891109579600274,0.03925999258365325,2024-01-03,09:15:00
-0.20333961755992458,-0.1556783808872134,2297,3.232912494558119,0.04092294296909012,-0.019037750104082374,2024-01-03,09:20:00
-0.0945541591861161,-0.2502325400733295,2274,2.9393139841688654,0.034740545294635,-0.05016654664607436,2024-01-03,09:25:00
0.02285970416853429,-0.22737283590479523,1378,3.2380261248185778,0.04862119013062409,-0.09167802419250214,2024-01-03,09:30:00
-0.07033398821218075,-0.29770682411697597,1717,2.9644729178800233,0.040768782760629,-0.04734281440992085,2024-01-03,09:35:00
0.13175675675675674,-0.16595006736021922,1102,3.2232304900181488,0.05263157894736842,0.028094157571036765,2024-01-03,09:40:00
0.15660542432195976,-0.009344643038259465,1423,3.21293042867182,0.049894588896697116,0.07267606428884525,2024-01-03,09:45:00
0.06784922394678493,0.058504580908525464,1197,3.7677527151211363,0.06432748538011696,0.11873713500850047,2024-01-03,09:50:00
-0.2260912211868563,-0.1675866402783308,1450,2.812413793103448,0.02620689655172414,-0.0005455243060371965,2024-01-03,09:55:00
0.036211699164345405,-0.1313749411139854,704,3.059659090909091,0.046875,-0.04067676602524198,2024-01-03,10:00:00
-0.19385796545105566,-0.32523290656504106,1144,2.7325174825174825,0.026223776223776224,-0.12791249582452216,2024-01-03,10:05:00
-0.0845959595959596,-0.40982886616100067,1039,3.0490856592877766,0.04427333974975938,-0.08074740862755662,2024-01-03,10:10:00
-0.10914454277286136,-0.518973408933862,1022,2.6536203522504893,0.029354207436399216,-0.1291994892732922,2024-01-03,10:15:00
-0.22301024428684002,-0.741983653220702,1711,2.966686148451198,0.03682057276446522,-0.13891691555188698,2024-01-03,10:20:00
-0.15190350546551074,-0.8938871586862127,1634,3.2472460220318236,0.04467564259485924,-0.1613527641750707,2024-01-03,10:25:00
-0.00975609756097561,-0.9036432562471883,1239,3.3091202582728005,0.058918482647296204,-0.12822328243777545,2024-01-03,10:30:00
0.1724137931034483,-0.73122946314374,815,3.3447852760736194,0.05889570552147239,0.003584730025653978,2024-01-03,10:35:00
0.1388235294117647,-0.5924059337319754,582,2.9209621993127146,0.03608247422680412,0.10049374165141245,2024-01-03,10:40:00
-0.11287128712871287,-0.7052772208606882,714,2.8291316526610646,0.028011204481792718,0.06612201179550004,2024-01-03,10:45:00
-0.22930943595150238,-0.9345866568121906,1318,2.8786039453717756,0.038694992412746584,-0.06778573122281685,2024-01-03,10:50:00
0.06382978723404255,-0.870756869578148,1087,3.1996320147194113,0.045998160073597055,-0.09278364528205758,2024-01-03,10:55:00
0.0717896865520728,-0.7989671830260752,648,3.052469135802469,0.032407407407407406,-0.031229987388462346,2024-01-03,11:00:00
-0.10063694267515924,-0.8996041257012344,512,3.06640625,0.033203125,0.01166084370365203,2024-01-03,11:05:00
0.2627551020408163,-0.6368490236604181,457,3.4310722100656457,0.05470459518599562,0.07796928197257662,2024-01-03,11:10:00
-0.1552,-0.7920490236604181,406,3.0788177339901477,0.029556650246305417,0.0023060531218856797,2024-01-03,11:15:00
-0.3130287648054145,-1.1050777884658327,805,2.936645962732919,0.02857142857142857,-0.06849122092153274,2024-01-03,11:20:00
-0.1008610086100861,-1.2059387970759188,983,3.30824008138352,0.04374364191251272,-0.1896965911385002,2024-01-03,11:25:00
0.1147227533460803,-1.0912160437298384,611,3.423895253682488,0.058919803600654665,-0.09972234002314011,2024-01-03,11:30:00
0.322884012539185,-0.7683320311906534,368,3.467391304347826,0.057065217391304345,0.11224858575839307,2024-01-03,11:35:00
0.09971509971509972,-0.6686169314755537,423,3.3191489361702127,0.0425531914893617,0.179107288533455,2024-01-03,11:40:00
0.04922279792746114,-0.6193941335480926,400,3.86,0.0725,0.15727397006058194,2024-01-03,11:45:00
-0.10215053763440861,-0.7215446711825012,256,2.90625,0.01953125,0.015595786669384085,2024-01-03,11:50:00
0.4039408866995074,-0.3176037844829938,449,3.6169265033407574,0.060133630289532294,0.11700438233085331,2024-01-03,11:55:00
0.10366826156299841,-0.2139355229199954,328,3.823170731707317,0.06707317073170732,0.13515287020936573,2024-01-03,12:00:00
0.21561100447856685,0.0016754815585714455,740,4.224324324324324,0.06891891891891892,0.2410733842470242,2024-01-03,12:05:00
0.19969395562356543,0.20136943718213687,633,4.1295418641390205,0.09162717219589257,0.1729910738883769,2024-01-03,12:10:00
0.13176320814767664,0.3331326453298135,694,4.527377521613833,0.07636887608069164,0.18235605608326963,2024-01-03,12:15:00
-0.09106678230702515,0.24206586302278837,692,3.332369942196532,0.049132947976878616,0.08013012715473898,2024-01-03,12:20:00
0.16178343949044585,0.40384930251323425,409,3.838630806845966,0.07334963325183375,0.0674932884436991,2024-01-03,12:25:00
0.22163308589607636,0.6254823884093106,608,3.101973684210526,0.03289473684210526,0.09744991435983234,2024-01-03,12:30:00
0.2101133391455972,0.8355957275549077,615,3.730081300813008,0.06666666666666667,0.19784328817737315,2024-01-03,12:35:00
-0.0718475073313783,0.7637482202235294,929,2.936490850376749,0.03336921420882669,0.11996630590343176,2024-01-03,12:40:00
0.12434061793519216,0.8880888381587215,749,3.543391188251001,0.06542056074766354,0.08753548324980369,2024-01-03,12:45:00
0.15181932245922208,1.0399081606179437,506,3.150197628458498,0.043478260869565216,0.06810414435434531,2024-01-03,12:50:00
0.25341745531019977,1.2933256159281434,542,3.5092250922509227,0.06273062730627306,0.17652579856820463,2024-01-03,12:55:00
-0.11426188490408674,1.1790637310240566,741,3.2361673414304994,0.04588394062078273,0.09699163095511171,2024-01-03,13:00:00
0.0781456953642384,1.257209426388295,496,3.0443548387096775,0.03225806451612903,0.0724337552567838,2024-01-03,13:05:00
-0.10440251572327044,1.1528069106650245,508,3.12992125984252,0.047244094488188976,-0.04683956842103959,2024-01-03,13:10:00
0.2464065708418891,1.3992134815069135,547,3.5612431444241315,0.054844606946983544,0.07338325016095236,2024-01-03,13:15:00
-0.29770992366412213,1.1015035578427914,475,2.7578947368421054,0.02736842105263158,-0.05190195618183449,2024-01-03,13:20:00
0.04288631722260041,1.1443898750653918,817,3.5960832313341493,0.06731946144430845,-0.0028056785332108724,2024-01-03,13:25:00
0.06052193225985564,1.2049118073252474,932,3.8648068669527897,0.07296137339055794,-0.06476722472722203,2024-01-03,13:30:00
0.08684611477907567,1.2917579221043232,1105,3.563800904977376,0.04343891402714932,0.06341812142051058,2024-01-03,13:35:00
0.10507569011576136,1.3968336122200846,2016,4.4563492063492065,0.14384920634920634,0.08414791238489756,2024-01-03,13:40:00
-1.0,0.3968336122200846,1,2.0,0.0,-0.2693593983683877,2024-01-03,13:45:00
0.11100501312962521,0.11100501312962521,2373,3.53055204382638,0.04382638010956595,0.0,2024-01-04,08:45:00
0.24874118831822759,0.3597462014478528,666,2.981981981981982,0.04504504504504504,0.0,2024-01-04,08:50:00
0.09048723897911833,0.4502334404269711,503,3.427435387673956,0.055666003976143144,0.15007781347565705,2024-01-04,08:55:00
0.12239221140472879,0.5726256518316999,1695,3.393510324483776,0.05781710914454277,0.1538735462340249,2024-01-04,09:00:00
0.14207898320472084,0.7147046350364208,1143,3.8547681539807526,0.07086614173228346,0.11831947786285597,2024-01-04,09:05:00
0.09645131938125569,0.8111559544176765,1283,3.426344505066251,0.05144193296960249,0.12030750466356845,2024-01-04,09:10:00
0.005733944954128441,0.816889899371805,1158,3.012089810017271,0.04317789291882556,0.08142141584670166,2024-01-04,09:15:00
-0.1574608408903545,0.6594290584814505,1747,2.777332570120206,0.03377218088151116,-0.018425192184990124,2024-01-04,09:20:00
-0.07765451664025357,0.5817745418411969,1687,2.992294013040901,0.04149377593360996,-0.07646047085882655,2024-01-04,09:25:00
0.2038939967550027,0.7856685385961997,1157,3.1961970613656008,0.05185825410544512,-0.01040712025853513,2024-01-04,09:30:00
-0.02626641651031895,0.7594021220858808,725,2.940689655172414,0.034482758620689655,0.03332435453481005,2024-01-04,09:35:00
-0.07554671968190854,0.6838554024039722,676,2.9763313609467454,0.038461538461538464,0.03402695352092506,2024-01-04,09:40:00
0.11362209667294414,0.7974774990769163,1044,3.0517241379310347,0.035440613026819924,0.003936320160238875,2024-01-04,09:45:00
0.007700770077007701,0.805178269153924,1138,3.195079086115993,0.048330404217926184,0.01525871568934776,2024-01-04,09:50:00
0.15694164989939638,0.9621199190533204,675,2.9451851851851854,0.02962962962962963,0.09275483888311607,2024-01-04,09:55:00
0.054878048780487805,1.0169979678338081,595,3.307563025210084,0.03361344537815126,0.07317348958563062,2024-01-04,10:00:00
0.018018018018018018,1.0350159858518262,510,2.611764705882353,0.029411764705882353,0.07661257223263407,2024-01-04,10:05:00
0.08251748251748252,1.1175334683693088,478,2.99163179916318,0.04602510460251046,0.051804516438662775,2024-01-04,10:10:00
-0.08388312912346843,1.0336503392458403,746,2.844504021447721,0.03753351206434316,0.005550790470677372,2024-01-04,10:15:00
0.056,1.0896503392458403,530,2.830188679245283,0.03773584905660377,0.01821145113133803,2024-01-04,10:20:00
0.16326530612244897,1.2529156453682893,287,2.731707317073171,0.027874564459930314,0.04512739233299351,2024-01-04,10:25:00
-0.07472712006717044,1.1781885253011188,810,2.9407407407407407,0.030864197530864196,0.04817939535175952,2024-01-04,10:30:00
0.11728395061728394,1.2954724759184029,425,3.0494117647058823,0.042352941176470586,0.06860737889085416,2024-01-04,10:35:00
0.2857142857142857,1.5811867616326887,282,2.879432624113475,0.0425531914893617,0.1094237054214664,2024-01-04,10:40:00
0.06639839034205232,1.647585151974741,300,3.3133333333333335,0.07,0.15646554222454065,2024-01-04,10:45:00
0.15876777251184834,1.8063529244865895,400,4.22,0.0725,0.17029348285606213,2024-01-04,10:50:00
0.00966183574879227,1.8160147602353818,424,3.9056603773584904,0.06367924528301887,0.07827599953423098,2024-01-04,10:55:00
0.04056437389770723,1.856579134133089,382,2.968586387434555,0.05235602094240838,0.06966466071944928,2024-01-04,11:00:00
0.09014675052410902,1.946725884657198,264,3.6136363636363638,0.04924242424242424,0.046790986723536175,2024-01-04,11:05:00
0.22635135135135134,2.1730772360085493,339,3.4926253687315634,0.05014749262536873,0.11902082525772255,2024-01-04,11:10:00
0.1473533619456366,2.3204305979541857,389,3.5938303341902316,0.05912596401028278,0.15461715460703232,2024-01-04,11:15:00
-0.14418604651162792,2.176244551442558,323,2.6625386996904026,0.02786377708978328,0.07650622226178667,2024-01-04,11:20:00
-0.21693121693121692,1.959313334511341,403,2.8138957816377173,0.03225806451612903,-0.07125463383240274,2024-01-04,11:25:00
-0.050156739811912224,1.9091565946994287,431,2.960556844547564,0.04176334106728538,-0.13709133441825236,2024-01-04,11:30:00
0.07746478873239436,1.986621383431823,371,3.0619946091644206,0.03773584905660377,-0.06320772267024492,2024-01-04,11:35:00
-0.00823045267489712,1.9783909307569258,281,3.4590747330960854,0.06405693950177936,0.006359198748528339,2024-01-04,11:40:00
0.09771309771309772,2.0761040284700236,282,3.4113475177304964,0.04964539007092199,0.05564914459019832,2024-01-04,11:45:00
-0.2676470588235294,1.8084569696464943,451,3.015521064301552,0.037694013303769404,-0.05938813792844294,2024-01-04,11:50:00
0.163727959697733,1.9721849293442273,267,2.9737827715355807,0.04119850187265917,-0.0020686671375662415,2024-01-04,11:55:00
0.18235294117647058,2.1545378705206977,218,3.1192660550458715,0.03669724770642202,0.026144614016891384,2024-01-04,12:00:00
-0.3067484662576687,1.847789404263029,216,3.0185185185185186,0.041666666666666664,0.01311081153884495,2024-01-04,12:05:00
0.049586776859504134,1.8973761811225331,153,3.1633986928104574,0.05228758169934641,-0.024936249407231336,2024-01-04,12:10:00
0.20309477756286268,2.100470958685396,285,3.6280701754385967,0.05263157894736842,-0.018022303945100637,2024-01-04,12:15:00
0.10270270270270271,2.2031736613880986,217,3.410138248847926,0.03225806451612903,0.11846141904168984,2024-01-04,12:20:00
-0.23127035830618892,1.9719033030819095,228,2.692982456140351,0.03508771929824561,0.024842373986458832,2024-01-04,12:25:00
-0.03837471783295711,1.9335285852489523,265,3.3433962264150945,0.04150943396226415,-0.05564745781214777,2024-01-04,12:30:00
0.033783783783783786,1.967312369032736,200,2.96,0.07,-0.07862043078512074,2024-01-04,12:35:00
0.1957894736842105,2.1631018427169466,269,3.5315985130111525,0.05204460966542751,0.0637328465450124,2024-01-04,12:40:00
-0.22127659574468084,1.9418252469722659,356,2.640449438202247,0.028089887640449437,0.0027655539077711677,2024-01-04,12:45:00
0.2077562326869806,2.1495814796592465,259,2.787644787644788,0.02702702702702703,0.060756370208836764,2024-01-04,12:50:00
-0.06707317073170732,2.0825083089275394,229,2.8646288209606987,0.039301310043668124,-0.026864511263135844,2024-01-04,12:55:00
-0.1390728476821192,1.94343546124542,399,3.0275689223057642,0.03508771929824561,0.0005367380910513697,2024-01-04,13:00:00
0.06073752711496746,2.0041729883603874,452,4.079646017699115,0.07079646017699115,-0.048469497099619674,2024-01-04,13:05:00
0.02627939142461964,2.030452379785007,369,3.9186991869918697,0.05962059620596206,-0.017351976380844025,2024-01-04,13:10:00
-0.006150061500615006,2.0243023182843918,434,3.7465437788018434,0.06451612903225806,0.026955619012990706,2024-01-04,13:15:00
-0.15813953488372093,1.8661627834006709,548,3.1386861313868613,0.051094890510948905,-0.04600340165323876,2024-01-04,13:20:00
0.18923076923076923,2.05539355263144,685,3.795620437956204,0.06277372262773723,0.008313724282144441,2024-01-04,13:25:00
-0.0300820419325433,2.025311510698897,604,3.6324503311258276,0.07781456953642384,0.0003363974715016732,2024-01-04,13:30:00
-0.10526315789473684,1.92004835280416,317,2.8769716088328074,0.0473186119873817,0.0179618564678297,2024-01-04,13:35:00
0.24703455389375967,2.1670829066979196,853,4.546307151230949,0.11957796014067995,0.03722978468882652,2024-01-04,13:40:00
0.28658823529411764,0.28658823529411764,1025,4.146341463414634,0.0575609756097561,0.0,2024-01-05,08:45:00
-0.02127659574468085,0.2653116395494368,378,2.7354497354497354,0.0291005291005291,0.0,2024-01-05,08:50:00
-0.24977777777777777,0.015533861771659052,776,2.899484536082474,0.024484536082474227,0.0051779539238863415,2024-01-05,08:55:00
-0.019862490450725745,-0.004328628679066693,1647,3.1791135397692774,0.04189435336976321,-0.09697228799106146,2024-01-05,09:00:00
0.08271334792122538,0.07838471924215869,1374,3.3260553129548764,0.049490538573508006,-0.062308973435759384,2024-01-05,09:05:00
0.12013651877133105,0.19852123801348975,1333,4.396099024756189,0.07126781695423856,0.060995792080610234,2024-01-05,09:10:00
0.12655417406749556,0.32507541208098534,2112,4.265151515151516,0.08285984848484848,0.10980134692001735,2024-01-05,09:15:00
-0.03401677539608574,0.2910586366848996,2855,3.0066549912434324,0.03957968476357268,0.07089130581424698,2024-01-05,09:20:00
0.034482758620689655,0.3255413953055893,1874,2.9402347918890075,0.035218783351120594,0.04234005243069983,2024-01-05,09:25:00
-0.05766651765757711,0.26787487764801216,1510,2.962913907284768,0.045033112582781455,-0.01906684481099105,2024-01-05,09:30:00
-0.0640625,0.20381237764801216,732,3.4972677595628414,0.05191256830601093,-0.029082086345629133,2024-01-05,09:35:00
-0.07214611872146119,0.13166625892655098,727,3.0123796423658873,0.04264099037138927,-0.06462504545967941,2024-01-05,09:40:00
-0.10758377425044091,0.024082484676110072,1110,3.0648648648648646,0.04054054054054054,-0.08126413099063402,2024-01-05,09:45:00
-0.11265349706353443,-0.08857101238742436,1305,2.870498084291188,0.038314176245210725,-0.09746113001181217,2024-01-05,09:50:00
-0.018867924528301886,-0.10743893691572624,777,3.1377091377091375,0.05791505791505792,-0.07970173194742573,2024-01-05,09:55:00
-0.09943714821763602,-0.20687608513336225,4452,2.8733153638814017,0.03459119496855346,-0.07698618993649076,2024-01-05,10:00:00
0.008307826847398338,-0.19856825828596392,1430,3.1986013986013986,0.05454545454545454,-0.03666574863284651,2024-01-05,10:05:00
0.07538126361655774,-0.12318699466940618,1320,3.477272727272727,0.06742424242424243,-0.005249352584559969,2024-01-05,10:10:00
0.04604810996563574,-0.07713888470377044,957,3.040752351097179,0.04911180773249739,0.04324573347653062,2024-01-05,10:15:00
0.12258953168044077,0.04545064697667034,771,3.7665369649805447,0.07782101167315175,0.08133963508754477,2024-01-05,10:20:00
0.21003134796238246,0.25548199493905277,1163,3.840068787618229,0.0825451418744626,0.12622299653615301,2024-01-05,10:25:00
0.006734006734006734,0.26221600167305953,692,3.433526011560694,0.06069364161849711,0.11311829545894335,2024-01-05,10:30:00
0.06749740394600208,0.3297134056190616,531,3.6271186440677967,0.064030131826742,0.0947542528807971,2024-01-05,10:35:00
0.12968917470525188,0.45940258032431347,514,3.630350194552529,0.07198443579766536,0.06797352846175357,2024-01-05,10:40:00
-0.08072487644151564,0.3786777038827978,399,3.0426065162907268,0.047619047619047616,0.03882056740324612,2024-01-05,10:45:00
0.06575963718820861,0.4444373410710064,325,2.713846153846154,0.036923076923076927,0.03824131181731496,2024-01-05,10:50:00
-0.6007905138339921,-0.15635317276298566,379,2.6701846965699207,0.029023746701846966,-0.20525191769576634,2024-01-05,10:55:00
-0.04436229205175601,-0.20071546481474167,745,2.9046979865771814,0.040268456375838924,-0.19313105623251314,2024-01-05,11:00:00
0.07936507936507936,-0.12135038544966231,210,3.0,0.04285714285714286,-0.18859590884022284,2024-01-05,11:05:00
0.08588957055214724,-0.03546081489751507,218,2.9908256880733943,0.04128440366972477,0.04029745262182357,2024-01-05,11:10:00
0.2288135593220339,0.19335274442451883,358,3.9553072625698324,0.07262569832402235,0.1313560697464202,2024-01-05,11:15:00
0.17321016166281755,0.3665629060873364,287,3.0174216027874565,0.05226480836236934,0.16263776384566628,2024-01-05,11:20:00
0.05276705276705277,0.4193299588543892,324,4.796296296296297,0.09259259259259259,0.15159692458396812,2024-01-05,11:25:00
-0.013986013986013986,0.40534394486837516,356,3.2134831460674156,0.06179775280898876,0.07066373348128548,2024-01-05,11:30:00
-0.32574031890660593,0.07960362596176923,308,2.8506493506493507,0.025974025974025976,-0.09565309337518901,2024-01-05,11:35:00
-0.2819843342036554,-0.20238070824188614,498,3.076305220883534,0.05622489959839357,-0.20723688903209173,2024-01-05,11:40:00
-0.03225806451612903,-0.23463877275801517,616,3.3214285714285716,0.040584415584415584,-0.21332757254213008,2024-01-05,11:45:00
-0.22207267833109018,-0.4567114510891054,421,3.5296912114014254,0.06175771971496437,-0.17877169235029147,2024-01-05,11:50:00
-0.02406417112299465,-0.4807756222121,476,3.142857142857143,0.06092436974789916,-0.09279830465673793,2024-01-05,11:55:00
-0.1301859799713877,-0.6109616021834877,401,3.486284289276808,0.07231920199501247,-0.12544094314182416,2024-01-05,12:00:00
-0.2504930966469428,-0.8614546988304306,351,2.888888888888889,0.037037037037037035,-0.134914415913775,2024-01-05,12:05:00
-0.25882352941176473,-1.1202782282421953,250,2.72,0.016,-0.21316753534336505,2024-01-05,12:10:00
0.2062780269058296,-0.9140002013363656,269,3.315985130111524,0.07806691449814127,-0.10101286638429259,2024-01-05,12:15:00
-0.05630026809651475,-0.9703004694328804,235,3.174468085106383,0.05531914893617021,-0.03628192353414992,2024-01-05,12:20:00
-0.004807692307692308,-0.9751081617405727,240,3.466666666666667,0.05,0.04839002216720756,2024-01-05,12:25:00
0.0659025787965616,-0.9092055829440111,252,2.7698412698412698,0.031746031746031744,0.0015982061307848832,2024-01-05,12:30:00
-0.429126213592233,-1.3383317965362442,401,2.56857855361596,0.022443890274314215,-0.12267710903445454,2024-01-05,12:35:00
-0.11416781292984869,-1.452499609466093,519,2.8015414258188827,0.030828516377649325,-0.15913048257517334,2024-01-05,12:40:00
-0.09966777408637874,-1.5521673835524716,408,2.950980392156863,0.049019607843137254,-0.2143206002028201,2024-01-05,12:45:00
