,Night_Open,Night_High,Night_Low,Night_Close,Night_Vol,Night_Bars,Night_Ret_vs_Day,Night_Body,Night_Range,Night_Vol_Change,Night_Gap_Open,TSM_Ret,SOX_Ret,NetOI_Diff_lag1,NetOI_Diff_lag2,TX_Ret,TX_Ret_lag1,TX_Vol5,TX_Mom5,RSI,MA5,MA20,TSM_Ret_lag2,SOX_Ret_lag2,TSM_SOX_Spread,Intra_Ret_lag1,Gap_Direction,Open_Gap,Night_Ret_roll3
2024-02-26,18968.0,18993.0,18956.0,18967.0,41514,108,0.0028511106958679987,-5.272176091906244e-05,0.0019506537326022776,0.6094091289152846,0.002216710677063299,0.0035574236859295,-0.0112774470620872,1061.0,664.0,0.002640195851954,0.0012697742566347,0.0050276577536652,0.014861647278084,80.85787451984635,18842.0,18286.3,0.0293248868355131,0.0485100158089996,0.0148348707480168,-0.0040630085178771,0,-6.0,0.003528016066909267
2024-02-27,18871.0,18987.0,18870.0,18968.0,57196,168,0.000263636604832932,0.005126996616145703,0.006199989401727519,0.3204532461258718,-0.005074274855226676,0.0085329946440479,0.0104415303746153,2005.0,1061.0,-0.0050753479287953,0.002640195851954,0.0050038980501376,0.0155181941750726,74.21671018276763,18864.8,18345.75,0.0035574236859295,-0.0112774470620872,-0.0019085357305673,0.0029574882924795,0,-13.0,0.003043955563413003
2024-02-29,18961.0,19000.0,18891.0,18948.0,80796,108,0.004284020832029249,-0.0006858529905612485,0.00574864194926428,1.5760398127162154,0.004228112635671579,-0.0094542047433603,-0.011296926887191,-2352.0,2005.0,0.0052335382320596,-0.0050753479287953,0.0060730533688306,0.0060606246116909,77.882797731569,18919.6,18403.2,-0.0158162887453829,-0.0018415429809706,0.0018427221438307,-0.0043895672989593,0,-59.0,0.0024662560442433932
2024-03-01,18970.0,19055.0,18900.0,18954.0,106142,168,-0.0006329114135325154,-0.0008437928989196521,0.008170795993674223,0.2728503609085747,0.0011603988854174505,0.0100760664922127,0.026652428658104,-177.0,-2352.0,-0.000263664409469,0.0052335382320596,0.0056853978911622,0.0145522776233558,86.37316561844864,18934.0,18457.75,-0.0094542047433603,-0.011296926887191,-0.0165763621658913,0.0083655912237672,1,2.0,0.0013049153411098882
2024-03-04,19314.0,19437.0,19312.0,19409.0,79720,108,0.023352637966523513,0.004906654473864017,0.00647198923060992,0.5132118101415408,0.009886130780869088,0.0398423246806272,0.0419799964890326,-5115.0,-177.0,0.0184459834926594,-0.000263664409469,0.0038375356929491,0.003804496002384,88.64959254947614,19014.2,18528.3,0.0100760664922127,0.026652428658104,-0.0021376718084053,-0.0003691107110377,1,183.0,0.009001249128340083
2024-03-05,19371.0,19422.0,19274.0,19377.0,104544,168,0.003256574173719331,0.0003096934060057095,0.0076402870269991225,0.27108754007406566,-0.0019597737061504764,0.0320426721658404,0.0105716306921405,5480.0,-5115.0,0.0038756734041418,0.0184459834926594,0.0088374988066974,0.0209807052384087,88.49557522123894,19099.4,18598.0,0.0398423246806272,0.0419799964890326,0.0214710414736999,0.0088408709386539,1,48.0,0.008658766908903442
2024-03-06,19521.0,19673.0,19217.0,19267.0,127668,168,-0.00631210705024493,-0.013097021282333528,0.023359459044106346,0.19982510890356955,0.007404013462511258,-0.0240832409878652,-0.0207150390656013,-656.0,5480.0,0.0061700026062563,0.0038756734041418,0.0088003124054713,0.0222161827905965,89.24434638720354,19227.8,18673.5,0.0320426721658404,0.0105716306921405,-0.0033682019222639,0.0013935126509882,0,-107.0,0.006765701696665971
2024-03-07,19693.0,19894.0,19647.0,19695.0,184030,168,0.009488898867744698,0.00010155377281003166,0.01254252780175697,0.36566564347487385,0.02186945475143621,0.047741636309301,0.0239134626807793,2.0,-656.0,0.0101994866552328,0.0061700026062563,0.0070154950351846,0.0334615333256482,86.38268156424581,19376.4,18752.7,-0.0240832409878652,-0.0207150390656013,0.0238281736285216,0.0117038793129357,1,179.0,0.0021444553304063667
2024-03-08,19790.0,19992.0,19775.0,19949.0,186210,168,0.012103632555916547,0.008002257151799396,0.010965133906013138,0.011776281296567805,0.004811963191605242,0.0524934497737121,0.0330419399004202,-278.0,2.0,0.0041519046984863,0.0101994866552328,0.0071082497801522,0.0384274817488215,89.06144496961512,19542.4,18838.2,0.047741636309301,0.0239134626807793,0.0194515098732918,0.0010660711216025,1,221.0,0.005093474791138772
2024-03-11,19722.0,19772.0,19655.0,19709.0,101708,108,-0.004151904698486158,-0.000659379699780093,0.005932461210830545,-0.07390990659337413,0.00015212596058851045,-0.0191501763379893,-0.0411077852207796,-4621.0,-278.0,-0.0038475215792529,0.0041519046984863,0.0060726131693974,0.0428430508567768,84.34210526315789,19622.6,18927.95,0.0524934497737121,0.0330419399004202,0.0219576088827902,-0.0069988453158597,0,-100.0,0.005813542241725029
2024-03-12,19956.0,20005.0,19663.0,19678.0,146398,168,-0.0018785068860168279,-0.014028589555217262,0.017137702946482262,0.36422297753741667,0.012454465788433714,-0.0515198309637029,-0.0137247741774112,-4991.0,-4621.0,0.0120999711711066,-0.0038475215792529,0.0051162552971469,0.0205495457848644,85.81644815256257,19735.8,19026.4,-0.0191501763379893,-0.0411077852207796,-0.0377950567862917,0.0012180887665573,0,-1.0,0.0020244069904711876
2024-03-13,19932.0,20001.0,19830.0,19991.0,100326,168,0.001802433772908428,0.0029556918544475165,0.008579169175195665,-0.37790405652312326,0.012825219975584324,0.0379695348947364,0.0207054999795287,-1552.0,-4991.0,-0.00140414245025,0.0120999711711066,0.0062242004087311,0.0287738435518292,87.53799392097264,19819.4,19118.55,-0.0515198309637029,-0.0137247741774112,0.0172640349152077,0.0121506952574499,1,39.0,-0.0014093259371981855
2024-03-14,19959.0,19966.0,19837.0,19883.0,92140,168,-0.0022105007745030414,-0.0038150741519159884,0.006463249661806704,-0.08511572420081613,-0.0016020028457455386,-0.0157748118546868,-0.0250603941523739,-1023.0,-1552.0,0.000602016774315,-0.00140414245025,0.0069743590756085,0.0211996984953227,85.95890410958904,19865.4,19211.2,0.0379695348947364,0.0207054999795287,0.009285582297687,-0.0033566324945418,0,-30.0,-0.0007621912958704798
2024-03-15,19733.0,19887.0,19710.0,19859.0,99864,168,-0.00402030794273468,0.006364943694738782,0.008969746110576193,0.08050010084097885,-0.007572734088655345,-0.0178880540277382,-0.0176745151903733,534.0,-1023.0,-0.0105372927902383,0.000602016774315,0.006202070938862,0.0116022286144049,74.83282674772036,19853.2,19264.35,-0.0157748118546868,-0.0250603941523739,-0.0002135388373649,0.0021086462276513,0,-111.0,-0.0014761249814430972
2024-03-18,19917.0,19965.0,19861.0,19870.0,66550,108,0.007070736529201505,-0.002362581841406465,0.005221669930210373,1.4368050127438952,0.008217635919196387,-0.0190895365581576,-0.0054373811883613,-3100.0,534.0,0.0095337300586129,-0.0105372927902383,0.0082564433753672,-0.0030869688743196,76.79372197309416,19894.0,19328.6,-0.0178880540277382,-0.0176745151903733,-0.0136521553697962,-0.0049547601238035,1,48.0,0.0002799759373212617
2024-03-19,19880.0,19888.0,19760.0,19869.0,79450,168,-0.0025133219221848027,-0.0005534730574759204,0.006438631790744467,0.1771743481416043,0.0005031446647025511,0.0015675024667618,-2.309189728518858e-05,1294.0,-3100.0,-0.0026139863072104,0.0095337300586129,0.0090757291609724,0.0102942827635462,78.73563218390805,19876.4,19388.4,-0.0190895365581576,-0.0054373811883613,0.001590594364047,0.0071038412453378,0,-103.0,0.0001790355547606746
2024-03-20,19838.0,19893.0,19817.0,19857.0,82180,168,-0.0005034739810310045,0.0009572994810934863,0.0038310313539671337,0.03378407047253867,-0.0015614378471501078,-0.0130382931144458,-0.0094590143998214,-572.0,1294.0,-0.0060584827107539,-0.0026139863072104,0.007196992564472,-0.0044196747147707,72.17490062464509,19840.4,19438.1,0.0015675024667618,-2.309189728518858e-05,-0.0035792787146243,0.002570371598868,0,-7.0,0.001351313541995233
2024-03-21,20275.0,20358.0,19868.0,19982.0,169056,168,0.011830287235654284,-0.014556731690649796,0.024167694204685574,0.7213180575266416,0.02083201019658121,0.01384294478221,0.0158660721487546,6188.0,-572.0,0.0258443316242015,-0.0060584827107539,0.0075723107436031,-0.0090740149752746,78.66256049274087,19905.4,19516.7,-0.0130382931144458,-0.0094590143998214,-0.0020231273665445,-0.0057060775418539,1,301.0,0.0029378304441461597
2024-03-22,20221.0,20263.0,20181.0,20206.0,89794,168,-0.0028663226938335593,-0.0007420783480521006,0.004055190148855151,-0.6327118630507489,0.011889800042765712,0.0195517916277496,0.0226520168222995,8920.0,6188.0,-0.0010862589326646,0.0258443316242015,0.0146723496608682,0.0161682998746119,73.8928939237899,20007.8,19584.35,0.01384294478221,0.0158660721487546,-0.0031002251945498,0.0107165145456617,0,-38.0,0.002820163520263241
2024-03-25,20220.0,20250.0,20162.0,20236.0,63200,108,-0.00029645733701975615,0.0007909828373642121,0.004352126607319486,1.5541888448493675,-0.0005932957753387204,0.0077858315270342,0.0021170179216929,-9574.0,8920.0,-0.0005435722714327,-0.0010862589326646,0.0129640804667701,0.0256193337321855,72.41746538871139,20070.2,19650.25,0.0195517916277496,0.0226520168222995,0.0056688136053412,0.0007907482867306,1,14.0,0.00288916906826699
2024-03-26,20205.0,20278.0,20144.0,20238.0,83382,168,0.00034594381229145874,0.0016319267771311798,0.006632021776787924,0.2771281575796882,-0.0015330978992526328,-0.0022080200938631,-0.0034224439641068,256.0,-9574.0,-0.002177248620986,-0.0005435722714327,0.0128902297839733,0.0155420314021398,68.81243063263041,20134.2,19711.45,0.0077858315270342,0.0021170179216929,0.0012144238702437,-0.0012349644664889,1,49.0,-0.0009389454061872849
2024-03-27,20255.0,20285.0,20127.0,20140.0,89364,168,-0.0023309455838744215,-0.0056937893642376395,0.007800543075783757,0.06928545778400892,0.0008396513470855979,-0.009961839517554,-0.0081307739117314,-1290.0,256.0,0.0036590230697235,-0.002177248620986,0.0128431530239171,0.0159787690883642,66.46778042959427,20237.0,19781.15,-0.0022080200938631,-0.0034224439641068,-0.0018310656058226,-0.0045963458486917,0,-2.0,-0.000760486369534239
2024-03-28,20192.0,20270.0,20156.0,20242.0,86604,168,-0.000938202177304714,0.0024731674079067254,0.005645800316957211,-0.03137191263837236,0.0025785990683863578,-0.015606563351607,0.0098588062892839,3136.0,-1290.0,-0.0028667477126087,0.0036590230697235,0.0117842485901744,0.0256962748688416,62.46973365617433,20224.8,19843.0,-0.009961839517554,-0.0081307739117314,-0.025465369640891,0.00375810163911,0,-23.0,-0.0009744013162958916
2024-03-29,20287.0,20386.0,20191.0,20211.0,64728,168,0.00039590241522699505,-0.0037532761725599406,0.009612066840834032,-0.29115212937259805,0.002220633052483027,-0.0046932035850881,0.0010728567500564,-2389.0,3136.0,0.0038040704915769,-0.0028667477126087,0.0025497413553706,-0.0030148044679687,67.09013914095584,20232.4,19908.95,-0.015606563351607,0.0098588062892839,-0.0057660603351446,-0.0017309170761626,1,23.0,-0.000957748448650713
2024-04-08,20448.0,20561.0,20427.0,20515.0,77710,108,0.008124555262097238,0.003271247699025177,0.00655320813771518,1.3196669153398886,-0.0002444928009049842,0.0120989450337265,0.0131717295168335,-10778.0,7635.0,0.0049511118567586,-0.0085144378149185,0.0074869320273006,0.0043339146880377,71.40309155766944,20378.0,20093.4,-0.0166159204194384,-0.0305275758387335,-0.001072784483107,-0.0010314596066622,1,55.0,0.002527418500006507
2024-04-09,20885.0,20893.0,20490.0,20505.0,115258,168,0.002685876355211873,-0.018362439105116084,0.019296145559013645,0.3941891445632478,0.01787487205498928,0.0100649968193777,0.0012981993448682,1612.0,-10778.0,0.0205214829090492,0.0049511118567586,0.0073269248440276,0.012151774257405,74.90871152842985,20496.8,20147.55,0.0120989450337265,0.0131717295168335,0.0087667974745095,0.0022519224281305,1,88.0,0.0037354446775120357
2024-04-10,20859.0,20874.0,20681.0,20822.0,136572,168,-0.002494245345298802,-0.0017753897324292798,0.00925260079581955,0.1696788543033545,0.017116750940967793,0.0181135197489809,0.0093686708558051,11018.0,1612.0,-0.0011024566724763,0.0205214829090492,0.0110027582317848,0.0288691866748773,76.0593220338983,20609.4,20204.35,0.0100649968193777,0.0012981993448682,0.0087448488931758,0.0162275366217567,0,-52.0,0.002772062090670104
2024-04-11,20728.0,20755.0,20630.0,20713.0,121894,168,-0.006640386251997798,-0.0007239207864229745,0.006030490158240062,-0.11370013348458687,-0.004524676792752318,0.0056238048612002,-0.0166567616960244,-6874.0,11018.0,-0.0047110941858603,-0.0011024566724763,0.0112042370035647,0.0273723304705681,76.95605573419078,20655.4,20244.25,0.0181135197489809,0.0093686708558051,0.0222805665572247,0.0013917886728224,0,-145.0,-0.0021495850806949085
2024-04-12,20760.0,20777.0,20538.0,20768.0,134244,168,0.0007225259821563493,0.0003852822239916929,0.01151252408477842,0.09650722504962746,0.002266535824302075,0.0066799474303709,0.02393088669998,-11254.0,-6874.0,9.636696547877597e-05,-0.0047110941858603,0.0113656257071459,0.0111446060925526,68.17172464840858,20736.6,20285.65,0.0056238048612002,-0.0166567616960244,-0.0172509392696091,0.0022673011956018,0,-8.0,-0.00280403520504675
2024-04-15,20498.0,20588.0,20478.0,20514.0,80012,108,-0.011679601619782886,0.0007802594758479494,0.005366377207532442,0.7697463414744765,0.0002927543324152396,-0.0323099404310309,-0.0334324564801123,955.0,-11254.0,-0.0119721275835478,9.636696547877597e-05,0.009886968991904,0.0197554108729499,58.43908629441625,20748.2,20314.1,0.0066799474303709,0.02393088669998,0.0011225160490813,0.0004819277201708,0,-211.0,-0.005865820629874778
2024-04-16,19926.0,20522.0,19821.0,20290.0,154906,168,-0.01068690008373081,0.018102742215058865,0.035180166616480976,0.660641857915176,-0.029082168262554716,-0.0168402175258399,-0.0139961236383686,-5794.0,955.0,-0.0274355459510604,-0.0119721275835478,0.0121065887680339,0.0028321714326434,43.443396226415096,20564.0,20325.25,-0.0323099404310309,-0.0334324564801123,-0.0028440938874713,-0.0017538735860965,0,-230.0,-0.007214658573785782
2024-04-17,20148.0,20171.0,19865.0,19924.0,127804,168,-0.0014544727593568546,-0.01117999267236715,0.015187611673615247,-0.19232064098201027,-0.007023125954319318,-0.0024293200789882,0.0088152313020963,-583.0,-5794.0,0.0115602463345104,-0.0274355459510604,0.0113160237569832,-0.0451248574274661,49.95667244367417,20430.8,20338.55,-0.0168402175258399,-0.0139961236383686,-0.0112445513810845,-0.0161570465599942,1,26.0,-0.00794032482095685
2024-04-18,20380.0,20449.0,19915.0,20019.0,275334,168,-0.00825793171532495,-0.01787220520499954,0.02620215897939156,0.7674870657992708,0.022628992583541778,-0.0055231334937773,-0.0329966129313426,434.0,-583.0,0.0085342007252438,0.0115602463345104,0.0145010837260558,-0.0324621544204794,52.01495637723307,20351.8,20363.1,-0.0024293200789882,0.0088152313020963,0.0274734794375652,0.0102580323870923,0,-115.0,-0.006799768186137538
2024-04-19,19615.0,20080.0,19565.0,19998.0,184488,168,-0.017841686476490447,0.019337688892141665,0.0262554167728779,-0.40040048544250256,-0.020387242928063282,-0.0498441255760706,-0.01669095610604,3252.0,434.0,-0.040703293113504,0.0085342007252438,0.0160364011436032,-0.0192168595093751,39.6077190762417,20110.0,20353.05,-0.0055231334937773,-0.0329966129313426,-0.0331531694700306,0.0142477922219012,0,-518.0,-0.009184696983724084
2024-04-22,19559.0,19597.0,19492.0,19586.0,73476,108,0.0020443633819586388,0.0013794867432221,0.0053683726161869215,0.6120873895674204,-0.0013284285624139656,-0.035161788563871,-0.0420220174756556,-5077.0,3252.0,-0.001126183891743,-0.040703293113504,0.0225769486613375,-0.060016519588358,37.83000643915003,19913.2,20316.05,-0.0498441255760706,-0.01669095610604,0.0068602289117845,-0.0149294399400826,1,74.0,-0.008018418269952253
2024-04-23,19690.0,19855.0,19582.0,19684.0,126174,168,0.008161644978830674,-0.00030476964730242085,0.013864906043676994,0.5407030844108042,0.005295867352431406,0.0159257310718438,0.0172755172702565,3377.0,-5077.0,0.007805962954807,-0.001126183891743,0.0230957697025243,-0.0491705758965531,40.60289141802523,19858.0,20287.8,-0.035161788563871,-0.0420220174756556,-0.0013497861984126,-0.0049049761123159,1,127.0,-0.0025452260385670448
2024-04-24,20159.0,20160.0,19827.0,19882.0,156764,168,0.010364358810245182,-0.01383603900833315,0.01651867652165286,0.21707958302471034,0.023844715794554664,0.0279676851262479,0.0218681431218824,3895.0,3377.0,0.0247459109864122,0.007805962954807,0.0217176628230386,-0.0139290669906856,44.970076944998574,19855.0,20284.75,0.0159257310718438,0.0172755172702565,0.0060995420043655,0.0013222133740779,1,253.0,0.006856789057011498
2024-04-25,19883.0,20039.0,19710.0,19970.0,225698,168,-0.009965204538396598,0.0043660521517796405,0.016546798772821003,0.3644563327445593,5.02954859906318e-05,-0.0034535857481591,0.010527668720365,-828.0,3895.0,-0.0142306733064664,0.0247459109864122,0.0245155133601787,-0.0007434023387838,43.591160220994475,19760.4,20269.65,0.0279676851262479,0.0218681431218824,-0.0139812544685241,0.011970217741417,0,-230.0,0.0028535997502264192
2024-04-26,20201.0,20255.0,19890.0,20130.0,162536,168,0.012245560992046108,-0.0035208684806243397,0.01806841245482897,-0.3282983067685821,0.011500960704600566,0.0267871748109784,0.0194377652543286,-3827.0,-828.0,0.0146272233265336,-0.0142306733064664,0.0246135317448257,-0.0235082763704942,46.43231899265477,19886.8,20265.5,-0.0034535857481591,0.010527668720365,0.0073494095566497,-0.0027620858740383,1,241.0,0.004214905087964897
2024-04-29,20528.0,20550.0,20402.0,20472.0,81924,108,0.014465196871300134,-0.002731709015792923,0.007209664848012471,1.2419216023926725,0.013536253765617776,0.0125145226998503,0.0257224352815602,3272.0,-3827.0,0.0183653578213948,0.0146272233265336,0.0149038433864239,0.0318222400695435,45.720361509835186,20092.4,20282.95,0.0267871748109784,0.0194377652543286,-0.0132079125817099,0.002580390475046,1,172.0,0.005581851108316548
2024-04-30,20445.0,20538.0,20340.0,20505.0,123228,168,-0.002289500963559839,0.002930405027417004,0.009684519442406456,0.4082443097800148,-0.0013197450408820716,0.0014449491635156,0.0064203447436996,-1153.0,3272.0,-0.0067863070161354,0.0183653578213948,0.0150035530870079,0.0513137817826813,44.3527591542032,20239.6,20289.6,0.0125145226998503,0.0257224352815602,-0.0049753955801839,0.0098773479189784,0,-34.0,0.008140418966595469
2024-05-02,20291.0,20391.0,20192.0,20339.0,116974,108,-0.003631727588088707,0.0023627872178711507,0.009807303730718052,1.103943897433668,0.0009861447473400468,-0.0176292991259556,-0.0360827707137835,1306.0,-1153.0,-0.0059945148059598,-0.0067863070161354,0.016900253551532,0.0367215118117388,44.07995899538699,20263.8,20289.75,-0.0084107616325009,-0.0195979053436306,0.0184534715878279,-0.0051305968740739,0,-163.0,0.002847989439883863
2024-05-03,20366.0,20619.0,20321.0,20513.0,175188,168,0.010881393514512512,0.007191987750526218,0.014632230187567515,0.4039079951253258,0.0013266185461152592,0.0095143986298156,0.0214360446289265,-3806.0,1306.0,0.0044747204210146,-0.0059945148059598,0.0143925986672789,0.0059810860193667,45.32698571786519,20363.2,20282.7,-0.0176292991259556,-0.0360827707137835,-0.0119216459991108,0.002022644432939,1,257.0,0.0016533883209546556
2024-05-06,20624.0,20736.0,20610.0,20722.0,64890,108,0.016543779423058215,0.0047404916327284784,0.0061093871217998445,0.8989508023240363,-0.0028083105659517543,0.0383791342681617,0.0237825654524448,-1916.0,-3806.0,0.0107360000549997,0.0044747204210146,0.0115257197954858,0.0246864797468478,51.18567103935418,20448.0,20295.35,0.0095143986298156,0.0214360446289265,0.0145965688157168,-0.0081114541985195,1,303.0,0.007931148449827341
2024-05-07,20655.0,20760.0,20609.0,20743.0,77844,168,0.006820681902506651,0.004251419515280406,0.007310578552408618,0.1820132953858415,-0.003238516980832184,0.008931435890675,0.0218660673983812,699.0,-1916.0,0.0023271609455401,0.0107360000549997,0.0108174722120786,0.0207952564753139,60.080995082441426,20467.6,20305.35,0.0383791342681617,0.0237825654524448,-0.0129346315077061,-0.0040206414518731,1,131.0,0.01141528494669246
2024-05-08,20750.0,20756.0,20614.0,20627.0,102772,168,-0.0011144221905845298,-0.005945349460250092,0.006843373493975903,0.2778061183608803,0.0003374063126988786,-0.0121154197495143,-0.007406403488641,-467.0,699.0,0.0036253816143168,0.0023271609455401,0.007385166646109,0.0047570595994592,58.18181818181818,20530.0,20297.9,0.008931435890675,0.0218660673983812,-0.0047090162608733,-0.0040113143703251,0,-32.0,0.007416679711660113
2024-05-09,20606.0,20736.0,20559.0,20722.0,93034,168,-0.00014476319179865466,0.005613642306683831,0.008589731146268077,-0.09954792464094511,-0.0010186016935809746,0.0174921128464886,0.0011487940253317,3622.0,-467.0,-0.0054672705553808,0.0036253816143168,0.0059949961036154,0.0151687482299115,53.91975308641976,20594.2,20285.95,-0.0121154197495143,-0.007406403488641,0.0163433188211569,0.0051762203471657,0,-18.0,0.00185383217337449
2024-05-10,20834.0,20984.0,20639.0,20700.0,126998,168,0.004260269805345469,-0.006452567290933602,0.016559470096956897,0.31120632056423986,0.005390329732697107,-0.0056568246224212,-0.0064103639030825,-1613.0,3622.0,0.0095121549646647,-0.0054672705553808,0.0057978897298776,0.0156959924804905,74.05714285714285,20679.6,20288.75,0.0174921128464886,0.0011487940253317,0.0007535392806613,-0.0045983768919099,1,126.0,0.0010003614743207625
2024-05-13,20887.0,20944.0,20861.0,20905.0,47856,108,0.004602779377885894,0.0008614089353482689,0.003973763585005027,0.9378564471006534,-0.0029162205440612337,0.0443147489076813,0.01008804027816,2347.0,-1613.0,0.0035498454239965,0.0095121549646647,0.0064849423139548,0.0207334270241406,75.38289129622711,20735.8,20295.15,-0.0056568246224212,-0.0064103639030825,0.0342267086295212,0.003417819294556,1,133.0,0.0029060953304775703
2024-05-14,21018.0,21072.0,20853.0,20883.0,78344,168,0.0,-0.006443782588765602,0.010419640308307165,0.49291288453090115,0.005390848634876373,-0.0192786213216182,0.0031273769714386,352.0,2347.0,0.0062058629568946,0.0035498454239965,0.0053578655728961,0.0135472723931374,75.16955538809344,20808.4,20320.4,0.0443147489076813,0.01008804027816,-0.0224059982930569,-0.0028212810106311,1,9.0,0.0029543497277437886
2024-05-15,21244.0,21462.0,21054.0,21170.0,128330,168,0.007443791335240116,-0.0034894174133788874,0.019205422707588026,0.49349568483787637,0.017139071705513664,0.0371404373885636,0.0166221912138372,4473.0,352.0,0.006167587631198,0.0062058629568946,0.0055654458947999,0.0174259744044919,71.2352684417285,20892.0,20379.9,-0.0192786213216182,0.0031273769714386,0.0205182461747264,0.0057749832374815,1,171.0,0.0040155235710420045
2024-05-16,21351.0,21484.0,21303.0,21453.0,87678,168,0.014555614291636857,0.0047659187491247606,0.008477354690646808,-0.38093405853579937,0.008513491838469943,0.0236085327384224,0.0283765661346511,6563.0,4473.0,0.0106791878883244,0.006167587631198,0.0056960461789728,0.0199681804213732,83.2512315270936,21043.6,20439.15,0.0371404373885636,0.0166221912138372,-0.0047680333962286,-0.001937298311866,1,322.0,0.007333135208958993
